transaction_id,amount,age,is_international,merchant_cat,hour,device_change,fraud,age_group,fraud_percent_by_hour
740,1885.345202695113,32,1,18,4,0,0,25-34,0.4744897959183674
741,2313.9362485623624,41,1,10,12,1,0,35-44,0.4729064039408867
742,1507.5879929465464,42,1,7,5,1,0,35-44,0.47297297297297297
743,3738.299291501079,18,1,18,14,1,0,18-24,0.5024875621890548
744,2514.0992300723033,24,1,12,22,0,0,18-24,0.46733668341708545
745,1161.8312630389396,74,0,14,21,0,1,65+,0.45
746,4497.973291799568,48,0,15,20,0,1,45-54,0.5628415300546448
747,1920.0722156446839,29,0,16,21,1,1,25-34,0.45
748,2718.220752708829,59,1,2,10,0,1,55-64,0.5252525252525253
749,4532.45408271177,22,0,18,3,0,1,18-24,0.49056603773584906
750,3121.5657415740466,61,1,12,0,1,0,55-64,0.45161290322580644
751,585.373305501112,67,0,16,14,1,0,65+,0.5024875621890548
752,4699.220785943762,59,1,13,11,1,1,55-64,0.5124378109452736
753,3138.912557304018,55,0,17,8,0,0,55-64,0.48223350253807107
754,1675.1931676707736,29,0,18,10,0,0,25-34,0.5252525252525253
755,697.2210912442729,56,0,3,4,1,0,55-64,0.4744897959183674
756,3970.3319211622097,35,0,10,23,0,0,35-44,0.46733668341708545
757,3100.7437068866393,19,1,1,6,1,0,18-24,0.5069124423963134
758,2667.771998789631,27,0,6,7,0,1,25-34,0.5128205128205128
759,4469.569022671737,32,0,3,0,1,1,25-34,0.45161290322580644
760,3943.1974589114293,47,0,19,0,0,0,45-54,0.45161290322580644
761,759.2227237840232,61,1,4,2,1,1,55-64,0.5194174757281553
762,1559.2986169099456,34,0,3,7,1,1,25-34,0.5128205128205128
763,1243.1972099325142,21,0,8,10,1,1,18-24,0.5252525252525253
764,3719.987516570812,24,0,8,0,0,1,18-24,0.45161290322580644
765,168.62864124416112,58,0,7,13,0,0,55-64,0.5024390243902439
766,2849.8785346717113,48,0,2,0,0,1,45-54,0.45161290322580644
767,3812.5309700177118,68,1,6,5,1,0,65+,0.47297297297297297
768,4383.951418171985,72,1,16,20,1,1,65+,0.5628415300546448
769,1711.0666618308214,56,1,10,5,1,1,55-64,0.47297297297297297
770,4106.465266055392,72,0,4,2,1,0,65+,0.5194174757281553
771,554.048053039081,51,1,13,9,1,0,45-54,0.5084745762711864
772,4232.4150063808565,23,0,10,11,1,1,18-24,0.5124378109452736
773,638.3158229975801,67,0,14,9,1,1,65+,0.5084745762711864
774,1987.039165511276,55,0,9,21,1,0,55-64,0.45
775,3986.6795335319885,62,0,11,1,1,1,55-64,0.48148148148148145
776,750.4372193165201,68,1,18,23,0,0,65+,0.46733668341708545
777,1147.0277247679749,51,1,11,21,1,0,45-54,0.45
778,3611.5405893969382,61,1,17,12,0,0,55-64,0.4729064039408867
779,3600.4626461938255,32,0,2,15,1,1,25-34,0.484
780,3206.097016793601,31,1,3,12,0,0,25-34,0.4729064039408867
781,3470.048273891033,23,1,11,3,1,0,18-24,0.49056603773584906
782,2714.0794922946334,67,0,18,3,0,1,65+,0.49056603773584906
783,1259.743495475857,54,1,3,10,1,0,45-54,0.5252525252525253
784,1729.1342715260932,67,0,15,22,1,1,65+,0.46733668341708545
785,908.8069862903269,49,1,11,13,1,1,45-54,0.5024390243902439
786,4542.344356106808,20,1,11,2,0,0,18-24,0.5194174757281553
787,2917.375582035836,20,1,11,18,1,1,18-24,0.5051546391752577
788,2004.8562324014358,39,0,19,21,0,1,35-44,0.45
789,2310.567012417019,39,1,1,0,0,1,35-44,0.45161290322580644
790,4736.469414719465,27,1,5,4,0,0,25-34,0.4744897959183674
791,767.6036641772849,68,1,10,16,0,0,65+,0.4928909952606635
792,2931.562930251969,20,1,10,0,0,0,18-24,0.45161290322580644
793,2529.9375057434454,29,0,14,18,1,1,25-34,0.5051546391752577
794,3057.6597229378044,46,0,2,18,0,0,45-54,0.5051546391752577
795,91.5328089203817,65,1,4,3,0,0,65+,0.49056603773584906
796,4360.747420811813,34,1,2,18,0,1,25-34,0.5051546391752577
797,4660.659294135578,24,1,18,5,0,0,18-24,0.47297297297297297
798,2826.1007847624555,30,0,13,14,1,1,25-34,0.5024875621890548
799,3483.5574685605843,73,1,19,3,1,0,65+,0.49056603773584906
800,4612.574406505301,19,1,5,23,1,1,18-24,0.46733668341708545
801,3536.4859329326796,21,0,2,0,0,1,18-24,0.45161290322580644
802,763.5426755283925,27,0,11,23,0,1,25-34,0.46733668341708545
803,2881.865512473899,56,0,18,16,0,1,55-64,0.4928909952606635
804,3033.9685168678966,41,1,6,10,1,0,35-44,0.5252525252525253
805,2121.229225840628,34,0,10,16,0,1,25-34,0.4928909952606635
806,3682.4847338879895,69,0,17,22,1,1,65+,0.46733668341708545
807,4671.900706830305,23,1,11,0,0,1,18-24,0.45161290322580644
808,4627.916996020975,36,0,19,8,0,1,35-44,0.48223350253807107
809,2254.7460176492564,22,1,17,13,1,1,18-24,0.5024390243902439
810,567.0769911579355,49,1,4,14,0,1,45-54,0.5024875621890548
811,4924.221153612711,27,0,14,23,1,0,25-34,0.46733668341708545
812,4194.651534143225,26,1,4,0,0,1,25-34,0.45161290322580644
813,624.188743335131,44,0,14,1,1,0,35-44,0.48148148148148145
814,4604.288571204244,30,0,4,17,0,1,25-34,0.5186915887850467
815,4349.611913948579,36,0,6,17,0,1,35-44,0.5186915887850467
816,2594.6714475732347,38,1,9,5,0,0,35-44,0.47297297297297297
817,2956.7859032889014,41,0,12,19,0,1,35-44,0.49038461538461536
818,1995.614516646781,55,1,8,7,0,1,55-64,0.5128205128205128
819,274.75343247133463,21,1,4,0,1,0,18-24,0.45161290322580644
820,1676.6510109878586,41,1,5,14,1,0,35-44,0.5024875621890548
821,4014.4643895414592,52,0,6,9,0,0,45-54,0.5084745762711864
822,24.155483000009692,20,1,5,3,1,0,18-24,0.49056603773584906
823,1668.1623592840297,21,1,19,9,1,1,18-24,0.5084745762711864
824,1991.4452992611257,74,0,8,10,1,0,65+,0.5252525252525253
825,2687.4406190866766,54,0,9,4,1,0,45-54,0.4744897959183674
826,4599.35822644739,57,1,15,8,0,0,55-64,0.48223350253807107
827,1732.3836258354404,65,1,4,4,1,1,65+,0.4744897959183674
828,1735.4190562792423,71,0,9,10,1,0,65+,0.5252525252525253
829,3687.768739300632,52,1,7,2,0,1,45-54,0.5194174757281553
830,2261.637486508146,48,1,8,3,0,1,45-54,0.49056603773584906
831,1123.7995098769698,73,1,15,9,0,1,65+,0.5084745762711864
832,2262.7451411473344,61,1,19,6,0,1,55-64,0.5069124423963134
833,705.1442448786195,42,0,15,0,0,0,35-44,0.45161290322580644
834,882.7585455446103,57,1,5,5,0,0,55-64,0.47297297297297297
835,2492.340495924659,30,0,19,7,0,1,25-34,0.5128205128205128
836,2095.208322073235,21,1,7,16,0,0,18-24,0.4928909952606635
837,4574.314659439432,63,0,6,23,1,0,55-64,0.46733668341708545
838,1812.607101684049,31,1,19,6,0,0,25-34,0.5069124423963134
839,2903.361163039939,30,0,17,0,1,0,25-34,0.45161290322580644
840,3161.6891753097325,44,1,10,8,0,1,35-44,0.48223350253807107
841,66.45918848507985,23,0,19,10,0,0,18-24,0.5252525252525253
842,3318.0233227115364,34,1,11,18,1,0,25-34,0.5051546391752577
843,891.0017983818874,53,1,15,1,0,1,45-54,0.48148148148148145
844,4805.390517029807,57,0,10,22,0,0,55-64,0.46733668341708545
845,744.1649760378117,66,0,11,10,1,0,65+,0.5252525252525253
846,2073.7059945113915,52,0,3,2,1,0,45-54,0.5194174757281553
847,427.6629907251407,34,0,3,16,1,1,25-34,0.4928909952606635
848,4984.374384977891,58,0,18,9,1,0,55-64,0.5084745762711864
849,2511.4728566458816,19,1,11,2,1,0,18-24,0.5194174757281553
850,2977.329701582899,74,0,18,21,1,1,65+,0.45
851,336.31531046474896,30,0,15,2,0,0,25-34,0.5194174757281553
852,3750.05239152549,69,1,7,20,0,1,65+,0.5628415300546448
853,1050.3180598848332,19,0,10,6,0,1,18-24,0.5069124423963134
854,4490.373392914128,69,0,10,1,0,1,65+,0.48148148148148145
855,1026.493062769554,45,0,13,0,0,0,45-54,0.45161290322580644
856,954.2479155976691,60,1,15,6,1,0,55-64,0.5069124423963134
857,183.71178957262632,43,0,18,19,1,0,35-44,0.49038461538461536
858,2360.8626586048863,39,1,4,10,0,0,35-44,0.5252525252525253
859,2824.6408251798193,64,1,17,22,1,0,55-64,0.46733668341708545
860,329.4774885023335,60,0,3,5,0,1,55-64,0.47297297297297297
861,3877.862555858358,72,1,2,22,1,1,65+,0.46733668341708545
862,2266.99088490539,20,0,4,3,0,1,18-24,0.49056603773584906
863,2622.4269563685725,52,0,1,18,0,1,45-54,0.5051546391752577
864,2204.3729719442026,29,0,15,20,0,0,25-34,0.5628415300546448
865,2004.4145413157546,41,0,1,18,1,1,35-44,0.5051546391752577
866,2798.642016209781,22,0,6,13,1,1,18-24,0.5024390243902439
867,777.0459894076319,37,1,7,2,0,0,35-44,0.5194174757281553
868,910.4587243458603,56,1,19,3,1,1,55-64,0.49056603773584906
869,4309.066319446573,56,1,12,7,0,0,55-64,0.5128205128205128
870,4730.63119520603,30,1,1,17,0,0,25-34,0.5186915887850467
871,1867.173272082485,58,0,7,3,1,0,55-64,0.49056603773584906
872,1354.4526210446254,74,0,19,10,0,1,65+,0.5252525252525253
873,3220.35371665184,70,1,13,15,0,1,65+,0.484
874,2044.2621213193838,62,0,12,2,0,1,55-64,0.5194174757281553
875,127.90639194606396,29,1,12,6,1,1,25-34,0.5069124423963134
876,781.6068342335856,30,1,13,1,0,1,25-34,0.48148148148148145
877,3580.1451720081404,73,1,14,0,0,1,65+,0.45161290322580644
878,3294.9607856088464,27,1,12,0,0,0,25-34,0.45161290322580644
879,136.45286652491396,50,0,12,5,0,0,45-54,0.47297297297297297
880,1110.6388375028143,74,0,6,18,1,1,65+,0.5051546391752577
881,1156.1429081437689,57,1,10,6,0,1,55-64,0.5069124423963134
882,3359.7918252500435,71,1,9,23,0,0,65+,0.46733668341708545
883,99.5329782340664,33,1,2,4,1,0,25-34,0.4744897959183674
884,521.4388013408847,62,1,7,20,1,0,55-64,0.5628415300546448
885,3999.7805107805734,52,1,9,17,1,1,45-54,0.5186915887850467
886,893.5447656096137,20,0,12,23,1,1,18-24,0.46733668341708545
887,3264.0777931515217,73,1,5,12,1,1,65+,0.4729064039408867
888,1191.675722452586,22,1,1,0,1,0,18-24,0.45161290322580644
889,498.10752240396647,43,0,15,9,0,1,35-44,0.5084745762711864
890,1216.617782806271,28,0,8,8,0,1,25-34,0.48223350253807107
891,3611.61239234644,24,0,1,16,1,1,18-24,0.4928909952606635
892,4278.626644063323,70,0,18,0,0,1,65+,0.45161290322580644
893,4151.269102970391,73,0,13,0,1,1,65+,0.45161290322580644
894,1986.5204645626557,27,0,1,6,0,1,25-34,0.5069124423963134
895,3340.7575977166603,59,0,5,3,1,0,55-64,0.49056603773584906
896,1025.716492783689,69,0,18,22,1,1,65+,0.46733668341708545
897,1466.4455035748053,51,0,16,20,0,0,45-54,0.5628415300546448
898,4481.782756787078,20,1,10,11,1,0,18-24,0.5124378109452736
899,65.99661563016944,25,0,4,15,0,0,25-34,0.484
900,428.45714574148593,48,1,1,13,1,1,45-54,0.5024390243902439
901,1040.2233894749907,28,1,8,22,1,1,25-34,0.46733668341708545
902,133.63448716522475,62,1,5,9,0,1,55-64,0.5084745762711864
903,907.9957400138968,24,1,2,13,1,1,18-24,0.5024390243902439
904,2915.624763287491,62,1,17,6,0,0,55-64,0.5069124423963134
905,2107.701328411897,19,1,7,3,0,1,18-24,0.49056603773584906
906,4463.465883673797,23,1,17,1,0,0,18-24,0.48148148148148145
907,4087.400365130466,58,1,6,23,0,1,55-64,0.46733668341708545
908,1709.744941137682,49,0,15,17,0,1,45-54,0.5186915887850467
909,1297.857743723031,37,1,5,15,1,0,35-44,0.484
910,1899.0823484281673,74,1,15,8,1,0,65+,0.48223350253807107
911,2951.884417631524,51,1,18,4,0,0,45-54,0.4744897959183674
912,1341.0501404735585,67,1,18,8,1,1,65+,0.48223350253807107
913,3121.120390337821,33,0,6,7,0,0,25-34,0.5128205128205128
914,2047.6488493040108,42,1,2,23,1,0,35-44,0.46733668341708545
915,2760.683857079049,29,0,17,19,0,0,25-34,0.49038461538461536
916,2181.1965191474483,24,0,4,15,1,1,18-24,0.484
917,1473.0343319500464,56,1,12,19,0,0,55-64,0.49038461538461536
918,4742.318081503821,34,1,19,17,1,0,25-34,0.5186915887850467
919,3818.2653650046445,62,0,2,3,0,1,55-64,0.49056603773584906
920,701.4257656564963,28,1,2,15,0,0,25-34,0.484
921,4342.471411513666,23,1,14,3,1,0,18-24,0.49056603773584906
922,2437.668560049319,40,0,15,5,0,0,35-44,0.47297297297297297
923,4472.866582243563,44,0,2,2,0,1,35-44,0.5194174757281553
924,3999.476424480629,63,1,4,17,1,0,55-64,0.5186915887850467
925,2126.642308841698,23,1,19,14,1,0,18-24,0.5024875621890548
926,113.32407229226688,55,1,9,7,0,0,55-64,0.5128205128205128
927,1344.1181195653455,19,0,7,17,0,0,18-24,0.5186915887850467
928,2708.6294390896737,39,1,13,23,0,0,35-44,0.46733668341708545
929,3167.75762091091,37,0,12,22,0,0,35-44,0.46733668341708545
930,1290.1805394805783,42,0,3,2,1,0,35-44,0.5194174757281553
931,697.6410142900478,32,1,13,5,0,1,25-34,0.47297297297297297
932,4174.816253759696,66,0,15,21,0,1,65+,0.45
933,4922.026501337057,46,1,14,20,1,1,45-54,0.5628415300546448
934,2628.9252213311265,25,1,9,23,1,0,25-34,0.46733668341708545
935,859.2247499556692,54,0,13,14,0,1,45-54,0.5024875621890548
936,1362.2643252703253,66,1,4,11,1,0,65+,0.5124378109452736
937,92.9349920607862,69,0,8,4,1,0,65+,0.4744897959183674
938,4571.5797339959345,50,0,3,6,1,0,45-54,0.5069124423963134
939,589.6376633678155,39,1,2,21,0,1,35-44,0.45
940,2883.0058610957535,67,1,19,14,0,1,65+,0.5024875621890548
941,1371.0020482153427,64,1,8,6,0,0,55-64,0.5069124423963134
942,2771.3358345764514,22,1,17,12,1,0,18-24,0.4729064039408867
943,3257.4505213709695,56,0,13,2,0,1,55-64,0.5194174757281553
944,4148.879276732301,35,0,7,22,0,1,35-44,0.46733668341708545
945,1032.8999375312555,55,0,9,12,0,1,55-64,0.4729064039408867
946,55.96814746374391,71,1,12,2,1,1,65+,0.5194174757281553
947,685.2912647139675,70,0,14,1,0,1,65+,0.48148148148148145
948,4500.193190598678,54,0,14,22,0,1,45-54,0.46733668341708545
949,4369.576497735014,47,1,15,3,0,1,45-54,0.49056603773584906
950,2987.4680977493713,68,1,3,16,0,0,65+,0.4928909952606635
951,3002.9837853078334,48,1,15,5,1,0,45-54,0.47297297297297297
952,3325.518336056731,27,0,19,10,0,1,25-34,0.5252525252525253
953,877.6810218386245,32,1,14,5,0,1,25-34,0.47297297297297297
954,4572.145317678874,59,0,8,21,1,0,55-64,0.45
955,2094.4338539354735,65,0,5,1,1,1,65+,0.48148148148148145
956,1916.3095027192378,61,0,19,16,1,0,55-64,0.4928909952606635
957,2595.069608708905,35,0,4,2,1,0,35-44,0.5194174757281553
958,235.78286790850018,40,0,14,11,1,1,35-44,0.5124378109452736
959,832.250560411641,50,1,16,13,0,0,45-54,0.5024390243902439
960,3690.430048515426,33,0,6,1,1,1,25-34,0.48148148148148145
961,414.9105409577072,71,1,6,21,1,1,65+,0.45
962,3016.1573952224744,55,0,3,21,1,0,55-64,0.45
963,1227.5001992969235,52,0,15,4,0,0,45-54,0.4744897959183674
964,1947.0887745958407,51,1,3,9,0,0,45-54,0.5084745762711864
965,1444.1799901167287,45,0,11,9,0,1,45-54,0.5084745762711864
966,1779.0079096082807,19,0,3,20,1,1,18-24,0.5628415300546448
967,3595.5104800160434,47,1,10,8,0,1,45-54,0.48223350253807107
968,1486.311456400252,30,1,18,20,1,1,25-34,0.5628415300546448
969,2832.456796844189,58,0,1,12,1,1,55-64,0.4729064039408867
970,2380.7759605932993,33,0,16,9,0,1,25-34,0.5084745762711864
971,3318.6921556478783,22,0,16,5,0,1,18-24,0.47297297297297297
972,4684.211866884465,72,1,10,10,0,0,65+,0.5252525252525253
973,3663.127913954041,45,0,1,3,1,1,45-54,0.49056603773584906
974,1075.486952575193,70,1,4,13,0,0,65+,0.5024390243902439
975,156.88449217136207,56,1,3,16,0,0,55-64,0.4928909952606635
976,1312.0579574548256,62,0,5,19,0,1,55-64,0.49038461538461536
977,2975.794575570574,37,1,12,1,0,0,35-44,0.48148148148148145
978,258.0776416077675,41,0,12,9,0,0,35-44,0.5084745762711864
979,2482.3348697589804,44,0,13,2,1,0,35-44,0.5194174757281553
980,2984.6174017355293,47,1,12,6,1,1,45-54,0.5069124423963134
981,1671.8852101939872,62,1,16,6,0,0,55-64,0.5069124423963134
982,3854.7901065253636,44,1,13,0,1,1,35-44,0.45161290322580644
983,533.8846674157253,43,1,5,7,1,1,35-44,0.5128205128205128
984,376.613770897308,24,1,4,22,1,1,18-24,0.46733668341708545
985,3641.215592261813,59,1,15,0,0,0,55-64,0.45161290322580644
986,2477.961089714786,64,0,12,7,1,0,55-64,0.5128205128205128
987,3442.3235797422526,70,0,19,13,0,1,65+,0.5024390243902439
988,2174.7018656801274,55,0,19,13,1,1,55-64,0.5024390243902439
989,1232.763764162295,22,1,11,1,0,1,18-24,0.48148148148148145
990,4095.6924860533245,40,1,6,7,1,0,35-44,0.5128205128205128
991,3997.2799789659275,45,1,9,18,1,0,45-54,0.5051546391752577
992,3473.7876578012792,51,0,1,9,0,0,45-54,0.5084745762711864
993,1361.4535410125836,70,0,12,6,0,0,65+,0.5069124423963134
994,2951.563103678566,32,1,14,12,1,0,25-34,0.4729064039408867
995,1805.508510803194,49,1,6,21,0,0,45-54,0.45
996,458.8187845598441,43,1,1,20,0,0,35-44,0.5628415300546448
997,4586.650563735751,65,1,2,14,0,1,65+,0.5024875621890548
998,684.956335963888,48,0,11,10,0,0,45-54,0.5252525252525253
999,4751.236531750192,36,0,3,13,1,1,35-44,0.5024390243902439
1000,2230.5828590168207,26,0,10,10,0,0,25-34,0.5252525252525253
1001,926.4795112642596,46,1,6,1,1,1,45-54,0.48148148148148145
1002,2709.9628359444123,71,0,6,1,1,0,65+,0.48148148148148145
1003,4364.856233546165,68,1,2,11,0,0,65+,0.5124378109452736
1004,3661.3922071613965,56,1,10,14,0,0,55-64,0.5024875621890548
1005,4032.999178159387,21,1,6,16,0,1,18-24,0.4928909952606635
1006,3294.258050186876,20,0,17,13,0,0,18-24,0.5024390243902439
1007,3461.6905460247444,73,0,14,15,1,0,65+,0.484
1008,4246.129062175031,46,1,5,7,1,1,45-54,0.5128205128205128
1009,1249.0903762870705,69,0,17,23,0,0,65+,0.46733668341708545
1010,2447.635393252059,28,1,2,16,1,0,25-34,0.4928909952606635
1011,1106.8259996561915,50,1,9,4,0,1,45-54,0.4744897959183674
1012,4938.352371975238,55,1,12,11,1,0,55-64,0.5124378109452736
1013,4720.352639093379,28,0,19,5,1,1,25-34,0.47297297297297297
1014,198.094630031161,44,0,7,17,1,1,35-44,0.5186915887850467
1015,3528.1702874059265,50,1,9,4,0,1,45-54,0.4744897959183674
1016,4626.316338760914,38,0,16,5,0,0,35-44,0.47297297297297297
1017,903.6961502915403,56,0,11,8,1,0,55-64,0.48223350253807107
1018,2840.1582075325946,48,0,12,14,0,1,45-54,0.5024875621890548
1019,4577.525999642621,55,0,15,9,0,1,55-64,0.5084745762711864
1020,170.6959469504084,63,1,18,16,1,0,55-64,0.4928909952606635
1021,3487.403915966953,19,0,19,18,0,0,18-24,0.5051546391752577
1022,1487.4476878553812,44,1,16,11,0,0,35-44,0.5124378109452736
1023,4622.0565806872755,53,1,15,8,1,1,45-54,0.48223350253807107
1024,4855.320167581674,28,0,5,14,1,0,25-34,0.5024875621890548
1025,4721.388179078056,64,1,11,13,1,1,55-64,0.5024390243902439
1026,2371.5968690706613,35,1,15,0,1,1,35-44,0.45161290322580644
1027,4310.351212295578,18,0,18,16,0,0,18-24,0.4928909952606635
1028,4222.9024432768165,52,1,13,0,0,0,45-54,0.45161290322580644
1029,1596.183265743035,52,1,4,22,1,1,45-54,0.46733668341708545
1030,4144.748455279236,48,0,17,20,1,1,45-54,0.5628415300546448
1031,186.0011659427476,45,0,4,21,0,0,45-54,0.45
1032,2981.753122531783,56,0,16,12,0,1,55-64,0.4729064039408867
1033,1150.8141776012276,18,0,15,7,0,0,18-24,0.5128205128205128
1034,603.7138620006168,42,0,14,12,1,0,35-44,0.4729064039408867
1035,385.68905494441657,60,1,12,15,1,1,55-64,0.484
1036,3481.7475906148206,55,1,3,1,1,1,55-64,0.48148148148148145
1037,1700.0349438765627,37,0,10,12,1,0,35-44,0.4729064039408867
1038,3624.1090908722786,20,0,8,17,0,1,18-24,0.5186915887850467
1039,327.7163476539129,68,1,6,2,1,1,65+,0.5194174757281553
1040,1577.1363988152211,19,0,14,12,1,0,18-24,0.4729064039408867
1041,2697.9169705843105,35,0,17,18,0,1,35-44,0.5051546391752577
1042,3953.8251010299787,61,1,19,12,1,0,55-64,0.4729064039408867
1043,1594.4437621574175,27,1,16,18,0,1,25-34,0.5051546391752577
1044,3129.8309908086085,22,1,15,3,1,0,18-24,0.49056603773584906
1045,4430.0027634327,26,0,15,18,0,1,25-34,0.5051546391752577
1046,3079.7000777233407,19,1,1,17,0,1,18-24,0.5186915887850467
1047,1165.5644142934152,51,0,12,5,0,1,45-54,0.47297297297297297
1048,122.97950700113357,55,1,10,18,1,1,55-64,0.5051546391752577
1049,4350.6242706307485,48,0,14,3,1,1,45-54,0.49056603773584906
1050,107.32578484108531,27,0,10,3,1,1,25-34,0.49056603773584906
1051,4373.633661748313,67,0,10,23,1,1,65+,0.46733668341708545
1052,2645.1567330020325,29,1,11,6,1,1,25-34,0.5069124423963134
1053,4695.399424865968,53,1,16,6,1,0,45-54,0.5069124423963134
1054,3994.1173956325533,71,1,9,22,0,1,65+,0.46733668341708545
1055,4989.672618556154,38,0,15,15,1,1,35-44,0.484
1056,1754.208365443099,66,1,14,15,1,1,65+,0.484
1057,3836.1742563667035,64,1,19,4,0,1,55-64,0.4744897959183674
1058,2010.2526371326016,23,0,9,14,0,1,18-24,0.5024875621890548
1059,2399.8982258992405,65,0,4,22,1,0,65+,0.46733668341708545
1060,3137.899810628632,66,1,7,3,0,0,65+,0.49056603773584906
1061,4368.511893817507,20,1,8,23,1,1,18-24,0.46733668341708545
1062,4920.433262527276,27,1,8,12,0,1,25-34,0.4729064039408867
1063,3841.5987959087265,22,0,19,18,1,1,18-24,0.5051546391752577
1064,2089.4161440545013,63,1,15,6,0,1,55-64,0.5069124423963134
1065,2107.363654383074,43,0,16,11,0,0,35-44,0.5124378109452736
1066,3688.1739256428687,38,0,9,8,1,1,35-44,0.48223350253807107
1067,1194.6469516957434,62,1,12,16,1,0,55-64,0.4928909952606635
1068,553.2600915438419,43,1,16,1,0,1,35-44,0.48148148148148145
1069,1773.756166046242,55,0,4,15,0,0,55-64,0.484
1070,1436.9077192787545,61,0,5,6,0,0,55-64,0.5069124423963134
1071,1482.2442941594945,43,1,8,17,0,0,35-44,0.5186915887850467
1072,1168.8051474984998,25,1,1,6,1,1,25-34,0.5069124423963134
1073,211.42385499217306,22,1,6,0,0,1,18-24,0.45161290322580644
1074,90.35179973233564,32,0,15,2,0,1,25-34,0.5194174757281553
1075,4938.624226290422,33,0,4,20,1,1,25-34,0.5628415300546448
1076,2139.437895545576,18,1,11,10,1,1,18-24,0.5252525252525253
1077,1922.2489091512487,33,0,5,21,1,0,25-34,0.45
1078,3398.5567661826562,54,0,18,14,1,0,45-54,0.5024875621890548
1079,1092.0511854374558,20,1,15,2,1,0,18-24,0.5194174757281553
1080,4749.8559585671765,69,0,18,23,1,1,65+,0.46733668341708545
1081,3931.9387270633447,64,1,13,12,0,0,55-64,0.4729064039408867
1082,447.96560055898533,48,1,5,3,0,1,45-54,0.49056603773584906
1083,2088.486298148857,30,0,1,22,0,0,25-34,0.46733668341708545
1084,4395.712419503261,73,0,18,21,1,1,65+,0.45
1085,4723.71537943476,33,1,14,7,1,0,25-34,0.5128205128205128
1086,2337.540154738099,72,0,5,21,0,1,65+,0.45
1087,3067.4435346643277,60,1,6,3,0,0,55-64,0.49056603773584906
1088,836.002696514284,38,0,16,17,1,0,35-44,0.5186915887850467
1089,4955.851962058746,19,0,12,6,1,0,18-24,0.5069124423963134
1090,1159.1268352158336,71,0,18,10,0,1,65+,0.5252525252525253
1091,4713.716138901493,44,1,2,3,0,0,35-44,0.49056603773584906
1092,3248.58359831285,55,0,13,12,0,0,55-64,0.4729064039408867
1093,3039.076237599417,43,1,17,8,0,0,35-44,0.48223350253807107
1094,2563.9298665715264,55,1,17,8,0,1,55-64,0.48223350253807107
1095,1154.1183887770758,63,1,16,22,1,0,55-64,0.46733668341708545
1096,883.4636319955358,42,0,18,20,0,1,35-44,0.5628415300546448
1097,1103.2105591418067,28,1,8,18,0,0,25-34,0.5051546391752577
1098,933.0048724591284,25,1,3,2,1,0,25-34,0.5194174757281553
1099,3898.1427833601997,25,0,17,11,0,1,25-34,0.5124378109452736
1100,1751.2761705744838,50,1,18,10,1,1,45-54,0.5252525252525253
1101,290.15554014041845,70,1,6,19,1,0,65+,0.49038461538461536
1102,4845.544048073916,24,0,8,10,0,1,18-24,0.5252525252525253
1103,4419.045638932165,55,1,13,16,0,1,55-64,0.4928909952606635
1104,4638.83366369287,38,0,8,20,1,1,35-44,0.5628415300546448
1105,4974.54420540953,25,1,19,13,1,0,25-34,0.5024390243902439
1106,870.302350848217,68,1,6,15,1,0,65+,0.484
1107,1981.813852494391,71,0,15,23,0,0,65+,0.46733668341708545
1108,3791.4341400447524,38,1,10,9,0,1,35-44,0.5084745762711864
1109,3480.4070696509075,73,1,17,3,0,1,65+,0.49056603773584906
1110,770.3256357929355,37,1,1,9,0,1,35-44,0.5084745762711864
1111,4079.349791828098,25,0,7,19,0,1,25-34,0.49038461538461536
1112,1122.9784186114666,63,0,13,11,1,0,55-64,0.5124378109452736
1113,1119.8642564982927,48,0,3,8,0,1,45-54,0.48223350253807107
1114,2685.3351400441743,67,0,19,14,0,0,65+,0.5024875621890548
1115,2965.106734273674,74,0,15,8,1,1,65+,0.48223350253807107
1116,2900.850952981218,46,1,5,6,0,0,45-54,0.5069124423963134
1117,458.3427001513766,65,0,11,23,0,0,65+,0.46733668341708545
1118,4387.426852289272,26,0,18,11,0,1,25-34,0.5124378109452736
1119,1328.7346129009416,32,0,3,19,1,1,25-34,0.49038461538461536
1120,648.445091492738,47,1,6,23,1,1,45-54,0.46733668341708545
1121,4443.851651265017,43,1,3,13,0,0,35-44,0.5024390243902439
1122,4778.301839650537,27,0,5,21,0,1,25-34,0.45
1123,4310.775958709987,46,1,9,15,0,0,45-54,0.484
1124,4047.7708575496654,71,1,19,18,1,1,65+,0.5051546391752577
1125,3276.5546612144694,33,1,13,22,1,0,25-34,0.46733668341708545
1126,2754.7359956750875,53,1,6,2,0,1,45-54,0.5194174757281553
1127,435.8468127971393,37,0,11,10,0,0,35-44,0.5252525252525253
1128,2042.8576121404228,62,0,14,22,0,0,55-64,0.46733668341708545
1129,1864.0698965445577,71,1,6,20,0,0,65+,0.5628415300546448
1130,1299.5091650178706,54,1,6,19,1,1,45-54,0.49038461538461536
1131,3617.377148329236,39,1,17,18,1,0,35-44,0.5051546391752577
1132,2479.882799658775,24,1,11,7,0,1,18-24,0.5128205128205128
1133,406.15003332233204,40,0,15,19,1,0,35-44,0.49038461538461536
1134,1101.695826547107,58,1,9,7,1,1,55-64,0.5128205128205128
1135,3416.61055953432,57,0,17,2,0,1,55-64,0.5194174757281553
